R1;R2;R3;R4;R5;label
0.0;0.02;0.08;0.45;1.43;1
0.03;0.06;0.19;0.48;1.43;1
0.02;0.05;0.15;0.46;1.22;1
0.03;0.12;0.2;0.53;1.24;1
0.02;0.08;0.24;0.62;1.68;1
0.03;0.09;0.21;0.5;1.46;1
0.0;0.04;0.28;0.67;1.44;1
0.01;0.06;0.24;0.69;1.36;1
0.0;0.06;0.18;0.69;1.75;1
0.0;0.04;0.13;0.68;1.57;1
0.0;0.04;0.21;0.69;1.63;1
0.02;0.1;0.22;0.53;1.17;1
0.02;0.09;0.22;0.6;1.21;1
0.01;0.05;0.16;0.44;1.39;1
0.02;0.04;0.18;0.69;1.95;1
0.02;0.04;0.15;0.42;1.02;1
0.02;0.03;0.08;0.22;1.01;1
0.02;0.05;0.12;0.39;1.4;1
0.03;0.1;0.24;0.57;1.21;1
0.02;0.05;0.23;0.71;1.79;1
0.01;0.05;0.17;0.59;1.63;1
0.0;0.01;0.1;0.44;1.01;1
0.03;0.04;0.16;0.41;0.95;1
0.0;0.01;0.08;0.26;0.87;1
0.0;0.01;0.13;0.35;1.08;1
0.01;0.04;0.09;0.32;0.93;1
0.01;0.09;0.18;0.61;1.8;1
0.0;0.02;0.18;0.7;1.89;1
0.02;0.07;0.24;0.66;1.73;1
0.02;0.07;0.24;0.56;1.67;1
0.01;0.03;0.13;0.42;1.14;1
0.01;0.03;0.09;0.19;0.96;1
0.0;0.02;0.09;0.37;1.18;1
0.03;0.05;0.21;0.75;1.69;1
0.02;0.06;0.22;0.64;1.76;1
0.02;0.05;0.23;0.65;1.68;1
0.0;0.01;0.07;0.3;0.77;1
0.0;0.04;0.1;0.3;0.9;1
0.04;0.11;0.28;0.63;1.3;1
0.02;0.09;0.24;0.62;1.66;1
0.0;0.04;0.09;0.33;1.19;1
0.0;0.05;0.14;0.57;1.92;1
0.02;0.04;0.16;0.63;1.92;1
0.0;0.02;0.08;0.48;1.28;1
0.02;0.05;0.27;0.56;1.37;1
0.03;0.1;0.22;0.53;1.16;1
0.02;0.05;0.09;0.23;0.9;1
0.0;0.05;0.08;0.34;0.87;1
0.0;0.04;0.14;0.3;1.24;1
0.04;0.08;0.25;0.61;1.4;1
0.01;0.05;0.2;0.73;1.53;1
0.01;0.04;0.12;0.25;1.09;1
0.04;0.07;0.16;0.48;1.26;1
0.02;0.02;0.13;0.4;1.48;1
0.01;0.07;0.21;0.7;1.59;1
0.01;0.02;0.12;0.69;1.98;1
0.0;0.02;0.12;0.67;1.81;1
0.01;0.04;0.17;0.66;1.87;1
0.01;0.02;0.11;0.4;0.93;1
0.0;0.02;0.13;0.66;1.69;1
0.02;0.02;0.14;0.42;1.56;1
0.01;0.05;0.12;0.39;1.33;1
0.0;0.03;0.12;0.38;1.25;1
0.0;0.03;0.15;0.6;1.21;1
0.03;0.04;0.13;0.55;1.87;1
0.02;0.05;0.15;0.4;1.5;1
0.0;0.04;0.16;0.63;1.48;1
0.03;0.04;0.15;0.38;0.92;1
0.01;0.09;0.23;0.58;1.64;1
0.0;0.04;0.09;0.43;1.24;1
0.03;0.05;0.23;0.74;1.63;1
0.03;0.05;0.13;0.4;1.4;1
0.0;0.02;0.16;0.47;1.38;1
0.0;0.04;0.16;0.49;1.47;1
0.01;0.05;0.14;0.41;1.4;1
0.03;0.04;0.11;0.36;1.44;1
0.02;0.06;0.25;0.61;1.42;1
0.01;0.02;0.16;0.44;1.44;1
0.02;0.04;0.13;0.42;1.53;1
0.02;0.05;0.19;0.59;1.71;1
0.0;0.04;0.14;0.59;1.4;1
0.02;0.1;0.29;0.59;1.35;1
0.01;0.1;0.21;0.52;1.51;1
0.03;0.08;0.26;0.58;1.38;1
0.02;0.05;0.13;0.56;1.88;1
0.02;0.04;0.23;0.5;1.26;1
0.03;0.06;0.15;0.46;1.22;1
0.02;0.05;0.1;0.57;1.88;1
0.01;0.02;0.09;0.66;1.93;1
0.01;0.03;0.2;0.77;1.69;1
0.02;0.09;0.27;0.54;1.31;1
0.0;0.03;0.1;0.4;1.27;1
0.01;0.02;0.11;0.48;1.15;1
0.01;0.02;0.17;0.52;1.57;1
0.03;0.12;0.21;0.57;1.24;1
0.02;0.03;0.07;0.22;0.88;1
0.01;0.02;0.11;0.53;1.16;1
0.02;0.09;0.29;0.63;1.37;1
0.01;0.07;0.14;0.49;1.26;1
0.01;0.04;0.19;0.69;1.48;1
0.0;0.03;0.12;0.47;1.38;1
0.0;0.0;0.07;0.21;0.72;2
0.01;0.01;0.02;0.17;0.54;2
0.0;0.0;0.04;0.09;0.56;2
0.0;0.0;0.06;0.15;0.26;2
0.0;0.02;0.04;0.18;0.75;2
0.0;0.0;0.01;0.14;0.73;2
0.0;0.0;0.04;0.16;0.65;2
0.0;0.02;0.04;0.1;0.44;2
0.01;0.02;0.06;0.22;0.57;2
0.0;0.01;0.1;0.22;0.59;2
0.01;0.01;0.03;0.15;0.44;2
0.01;0.01;0.05;0.15;0.49;2
0.0;0.0;0.01;0.09;0.24;2
0.0;0.02;0.07;0.13;0.4;2
0.0;0.0;0.04;0.11;0.36;2
0.0;0.01;0.06;0.21;0.69;2
0.0;0.01;0.02;0.13;0.55;2
0.03;0.06;0.12;0.21;0.66;2
0.01;0.01;0.07;0.18;0.74;2
0.01;0.02;0.06;0.18;0.59;2
0.0;0.0;0.04;0.13;0.45;2
0.01;0.03;0.04;0.12;0.34;2
0.0;0.0;0.01;0.24;0.74;2
0.0;0.0;0.03;0.12;0.35;2
0.0;0.0;0.0;0.1;0.52;2
0.0;0.0;0.02;0.21;0.46;2
0.0;0.02;0.09;0.2;0.65;2
0.0;0.02;0.09;0.21;0.58;2
0.02;0.02;0.04;0.2;0.74;2
0.0;0.03;0.08;0.2;0.58;2
0.0;0.01;0.03;0.09;0.22;2
0.0;0.0;0.04;0.15;0.34;2
0.0;0.0;0.01;0.06;0.31;2
0.0;0.0;0.05;0.18;0.52;2
0.01;0.01;0.03;0.14;0.43;2
0.0;0.02;0.06;0.16;0.32;2
0.0;0.03;0.05;0.19;0.72;2
0.0;0.02;0.04;0.12;0.45;2
0.0;0.0;0.04;0.17;0.47;2
0.0;0.02;0.06;0.17;0.45;2
0.0;0.01;0.05;0.17;0.52;2
0.01;0.02;0.08;0.18;0.5;2
0.0;0.0;0.02;0.17;0.56;2
0.0;0.01;0.1;0.22;0.65;2
0.0;0.0;0.04;0.18;0.89;2
0.0;0.0;0.02;0.2;0.8;2
0.0;0.0;0.0;0.04;0.53;2
0.0;0.02;0.05;0.24;0.54;2
0.0;0.0;0.05;0.16;0.78;2
0.0;0.0;0.02;0.08;0.59;2
0.01;0.01;0.03;0.12;0.41;2
0.02;0.02;0.04;0.2;0.75;2
0.0;0.01;0.11;0.23;0.68;2
0.0;0.0;0.07;0.2;0.5;2
0.0;0.0;0.02;0.22;0.79;2
0.01;0.01;0.07;0.16;0.78;2
0.0;0.02;0.04;0.1;0.22;2
0.03;0.05;0.08;0.21;0.66;2
0.0;0.01;0.07;0.19;0.63;2
0.0;0.0;0.04;0.15;0.51;2
0.0;0.0;0.06;0.21;0.61;2
0.0;0.01;0.03;0.1;0.36;2
0.0;0.01;0.02;0.17;0.66;2
0.01;0.01;0.05;0.15;0.48;2
0.0;0.02;0.05;0.21;0.77;2
0.0;0.0;0.02;0.07;0.66;2
0.0;0.01;0.04;0.18;0.7;2
0.0;0.0;0.03;0.13;0.29;2
0.0;0.01;0.04;0.1;0.36;2
0.01;0.03;0.08;0.2;0.75;2
0.0;0.0;0.04;0.25;0.82;2
0.01;0.01;0.04;0.15;0.76;2
0.0;0.0;0.01;0.11;0.56;2
0.0;0.02;0.05;0.2;0.78;2
0.0;0.0;0.03;0.14;0.27;2
0.0;0.02;0.08;0.2;0.84;2
0.01;0.01;0.05;0.21;0.84;2
0.0;0.01;0.05;0.22;0.56;2
0.0;0.01;0.03;0.06;0.94;2
0.03;0.06;0.1;0.21;0.66;2
0.0;0.01;0.06;0.24;0.58;2
0.01;0.01;0.02;0.12;0.45;2
0.0;0.02;0.04;0.17;0.42;2
0.0;0.0;0.02;0.19;0.78;2
0.01;0.02;0.03;0.08;0.28;2
0.02;0.02;0.04;0.12;0.34;2
0.0;0.03;0.1;0.18;0.81;2
0.0;0.01;0.04;0.23;0.61;2
0.0;0.0;0.03;0.11;0.46;2
0.0;0.0;0.02;0.1;0.46;2
0.0;0.02;0.08;0.2;0.52;2
0.0;0.01;0.03;0.13;0.36;2
0.0;0.02;0.05;0.15;0.27;2
0.0;0.02;0.08;0.21;0.58;2
0.01;0.06;0.08;0.19;0.86;2
0.0;0.01;0.05;0.23;0.67;2
0.0;0.02;0.07;0.2;0.73;2
0.0;0.0;0.04;0.13;0.71;2
0.02;0.02;0.04;0.2;0.73;2
0.0;0.01;0.04;0.15;0.64;2
0.0;0.0;0.04;0.07;0.49;2
0.01;0.01;0.04;0.13;0.53;2
0.0;0.0;0.03;0.16;0.37;2
0.0;0.02;0.05;0.16;0.74;2
0.01;0.02;0.07;0.18;0.59;2
0.0;0.01;0.02;0.14;0.57;2
0.0;0.01;0.04;0.16;0.8;2
0.0;0.05;0.08;0.22;0.66;2
0.0;0.03;0.07;0.23;0.58;2
0.0;0.01;0.04;0.1;0.22;2
0.0;0.02;0.04;0.17;0.42;2
0.0;0.01;0.06;0.19;0.83;2
0.0;0.02;0.04;0.16;0.75;2
0.0;0.0;0.0;0.18;0.49;2
0.0;0.0;0.04;0.08;0.42;2
0.03;0.06;0.09;0.25;0.67;2
0.01;0.02;0.05;0.17;0.4;2
0.0;0.0;0.0;0.14;0.64;2
0.0;0.0;0.05;0.21;0.7;2
0.0;0.0;0.06;0.2;0.45;2
0.0;0.0;0.01;0.12;0.35;2
0.0;0.02;0.04;0.17;0.7;2
0.0;0.0;0.03;0.15;0.54;2
0.01;0.01;0.04;0.16;0.74;2
0.0;0.0;0.02;0.09;0.53;2
0.01;0.01;0.02;0.13;0.53;2
0.0;0.01;0.04;0.25;0.67;2
0.0;0.01;0.04;0.18;0.65;2
0.0;0.01;0.03;0.21;0.65;2
0.01;0.03;0.04;0.17;0.38;2
0.0;0.02;0.1;0.24;0.64;2
0.0;0.0;0.03;0.1;0.53;2
0.01;0.02;0.07;0.17;0.44;2
0.0;0.0;0.05;0.18;0.68;2
0.0;0.01;0.07;0.14;0.46;2
0.01;0.01;0.03;0.14;0.43;2
0.0;0.02;0.08;0.23;0.7;2
0.02;0.04;0.08;0.18;0.83;2
0.0;0.01;0.02;0.24;0.73;2
0.0;0.02;0.11;0.18;0.83;2
0.0;0.0;0.05;0.26;0.81;2
0.0;0.02;0.06;0.16;0.29;2
0.0;0.02;0.07;0.12;0.36;2
0.0;0.01;0.05;0.16;0.83;2
0.0;0.02;0.08;0.22;0.49;2
0.0;0.02;0.07;0.2;0.73;2
0.0;0.02;0.05;0.14;0.81;2
0.0;0.01;0.05;0.19;0.55;2
0.01;0.02;0.06;0.16;0.44;2
0.0;0.0;0.02;0.15;0.7;2
0.0;0.0;0.03;0.12;0.4;2
0.0;0.0;0.01;0.05;0.53;2
0.0;0.03;0.07;0.19;0.7;2
0.01;0.02;0.07;0.13;0.41;2
0.0;0.03;0.09;0.21;0.67;2
0.01;0.02;0.03;0.07;0.28;2
0.0;0.02;0.08;0.23;0.55;2
0.01;0.01;0.05;0.12;0.56;2
0.0;0.0;0.05;0.13;0.29;2
0.0;0.0;0.02;0.11;0.71;2
0.0;0.0;0.06;0.25;0.61;2
0.0;0.01;0.05;0.22;0.81;2
0.02;0.04;0.09;0.19;0.85;2
0.01;0.01;0.04;0.15;0.45;2
0.0;0.01;0.02;0.11;0.52;2
0.01;0.02;0.09;0.22;0.52;2
0.0;0.01;0.02;0.21;0.82;2
0.01;0.01;0.04;0.2;0.88;2
0.01;0.01;0.06;0.16;0.81;2
0.0;0.0;0.01;0.14;0.61;2
0.0;0.05;0.13;0.19;0.65;2
0.01;0.03;0.09;0.18;0.85;2
0.0;0.02;0.04;0.19;0.61;2
0.0;0.01;0.04;0.08;0.79;2
0.0;0.0;0.03;0.13;0.41;2
0.0;0.02;0.04;0.1;0.21;2
0.0;0.01;0.02;0.15;0.59;2
0.01;0.02;0.08;0.21;0.75;2
0.0;0.01;0.08;0.19;0.77;2
0.0;0.01;0.07;0.2;0.45;2
0.01;0.04;0.05;0.13;0.43;2
0.0;0.0;0.01;0.06;0.45;2
0.0;0.02;0.04;0.17;0.38;2
0.0;0.01;0.03;0.2;0.78;2
0.0;0.0;0.07;0.21;0.78;2
0.01;0.01;0.08;0.19;0.74;2
0.0;0.0;0.02;0.08;0.65;2
0.0;0.01;0.04;0.15;0.41;2
0.0;0.01;0.03;0.07;0.3;2
0.0;0.01;0.02;0.19;0.71;2
0.0;0.01;0.04;0.15;0.33;2
0.0;0.01;0.04;0.17;0.71;2
0.0;0.0;0.02;0.16;0.59;2
0.0;0.01;0.04;0.16;0.59;2
0.0;0.03;0.07;0.23;0.53;2
0.01;0.02;0.05;0.13;0.31;2
0.0;0.0;0.09;0.2;0.71;2
0.0;0.05;0.11;0.24;0.66;2
0.01;0.02;0.06;0.22;0.57;2
0.0;0.01;0.05;0.17;0.76;2
0.13;0.49;1.51;4.53;12.25;3
0.2;0.57;1.96;6.97;17.48;3
0.13;0.53;2.02;7.6;18.87;3
0.11;0.45;1.8;7.06;17.55;3
0.15;0.4;1.78;6.99;17.51;3
0.11;0.46;2.01;7.51;18.64;3
0.12;0.44;1.84;6.64;16.5;3
0.11;0.52;2.02;6.59;16.74;3
0.1;0.44;1.72;5.21;14.08;3
0.15;0.42;1.67;5.31;14.71;3
0.08;0.45;1.87;4.58;12.82;3
0.19;0.5;2.04;5.98;15.14;3
0.13;0.49;1.92;6.52;16.81;3
0.11;0.59;1.97;7.56;19.0;3
0.11;0.5;1.77;4.19;12.13;3
0.06;0.28;1.12;4.09;12.06;3
0.06;0.18;0.69;2.19;8.38;3
0.09;0.46;2.0;7.51;18.99;3
0.1;0.45;1.88;5.77;14.74;3
0.12;0.57;1.54;4.82;13.84;3
0.15;0.57;1.93;7.38;18.41;3
0.1;0.47;1.76;3.98;11.64;3
0.14;0.46;1.81;6.87;17.33;3
0.08;0.43;2.12;7.44;18.66;3
0.16;0.66;1.99;5.94;15.24;3
0.1;0.31;1.06;3.78;11.47;3
0.12;0.46;1.61;4.64;13.13;3
0.11;0.33;1.29;4.23;12.73;3
0.07;0.47;1.79;7.13;17.83;3
0.13;0.36;0.82;2.7;9.01;3
0.12;0.5;1.87;4.79;13.15;3
0.09;0.44;1.75;5.75;15.17;3
0.14;0.5;1.38;3.87;11.34;3
0.19;0.45;1.48;4.95;13.97;3
0.12;0.4;1.53;4.69;13.18;3
0.04;0.39;1.94;7.8;19.79;3
0.11;0.47;1.88;7.2;18.43;3
0.07;0.42;1.55;5.5;14.41;3
0.11;0.43;1.93;6.52;16.22;3
0.16;0.53;1.84;7.42;18.86;3
0.12;0.36;1.82;6.06;15.64;3
0.07;0.39;1.84;7.1;17.22;3
0.04;0.31;0.86;2.97;9.54;3
0.09;0.43;1.18;4.53;13.92;3
0.12;0.53;1.8;7.44;17.98;3
0.11;0.44;2.08;6.88;16.83;3
0.01;0.14;0.98;3.14;10.01;3
0.12;0.46;1.86;5.7;14.85;3
0.09;0.3;1.11;3.65;11.34;3
0.2;0.5;1.42;4.73;13.95;3
0.13;0.46;1.59;4.58;12.75;3
0.13;0.44;1.97;7.82;19.27;3
0.1;0.48;1.84;5.18;13.94;3
0.12;0.44;1.89;7.38;18.46;3
0.17;0.41;1.19;3.3;10.47;3
0.11;0.42;1.3;4.67;13.58;3
0.17;0.61;1.91;6.92;17.74;3
0.07;0.31;1.25;4.12;12.62;3
0.07;0.45;1.91;6.19;15.55;3
0.12;0.38;1.03;3.85;11.61;3
0.17;0.59;1.98;6.77;16.89;3
0.1;0.46;1.85;6.89;16.91;3
0.18;0.59;1.92;6.4;16.53;3
0.09;0.53;1.45;4.2;12.46;3
0.21;0.56;1.98;6.85;17.17;3
0.16;0.49;2.0;6.42;15.74;3
0.16;0.47;1.54;4.57;13.57;3
0.13;0.44;2.09;6.84;16.74;3
0.16;0.46;1.92;7.77;19.34;3
0.14;0.61;1.83;5.43;14.57;3
0.05;0.46;1.6;5.27;14.65;3
0.11;0.45;1.92;7.77;19.24;3
0.19;0.57;1.93;6.71;17.17;3
0.09;0.44;1.62;5.68;15.03;3
0.12;0.51;1.78;7.82;19.31;3
0.18;0.6;1.9;7.2;17.93;3
0.12;0.5;1.68;5.16;14.08;3
0.08;0.5;1.84;5.46;14.18;3
0.08;0.25;1.03;4.3;12.27;3
0.08;0.48;1.71;5.99;15.44;3
0.17;0.61;1.98;6.84;17.11;3
0.18;0.46;1.52;5.0;14.01;3
0.09;0.39;1.37;3.44;10.57;3
0.08;0.47;1.44;4.53;12.48;3
0.1;0.33;1.59;4.93;13.28;3
0.22;0.55;1.8;7.42;18.78;3
0.12;0.51;1.97;5.59;15.23;3
0.18;0.44;1.25;4.38;13.34;3
0.1;0.46;1.82;7.57;19.86;3
0.07;0.25;1.01;3.87;11.9;3
0.11;0.45;1.85;7.07;17.83;3
0.1;0.44;1.29;4.65;13.35;3
0.11;0.49;1.46;4.63;13.95;3
0.17;0.5;1.75;7.25;18.53;3
0.14;0.49;1.88;5.5;14.82;3
0.09;0.42;1.85;6.26;15.65;3
0.09;0.43;1.92;6.11;15.56;3
0.05;0.32;1.02;4.33;12.55;3
0.2;0.53;1.69;4.82;13.9;3
0.13;0.57;1.83;7.66;19.87;3
0.13;0.35;1.11;3.35;10.42;3
0.09;0.48;1.88;5.59;14.47;3
0.16;0.51;1.6;4.47;12.81;3
0.12;0.44;1.86;7.11;17.7;3
0.16;0.56;1.69;4.3;12.23;3
0.06;0.43;1.74;5.44;14.51;3
0.12;0.34;1.01;2.88;9.7;3
0.23;0.52;1.79;7.48;18.94;3
0.11;0.39;1.9;6.28;15.89;3
0.07;0.27;0.83;3.3;10.43;3
0.1;0.38;1.07;3.57;11.45;3
0.06;0.47;1.59;5.19;14.49;3
0.08;0.37;1.31;4.25;12.3;3
0.13;0.43;1.95;6.58;16.49;3
0.15;0.49;1.45;4.63;12.71;3
0.14;0.38;1.81;6.76;16.86;3
0.19;0.5;1.29;3.61;10.72;3
0.11;0.5;1.83;5.79;14.96;3
0.07;0.43;1.68;5.29;14.29;3
0.12;0.56;2.06;7.05;17.68;3
0.08;0.45;1.99;6.15;16.25;3
0.07;0.36;1.36;4.22;12.19;3
0.11;0.29;0.92;2.61;9.18;3
0.18;0.51;1.9;5.46;14.6;3
0.18;0.5;2.12;5.77;14.82;3
0.08;0.39;1.73;5.72;15.2;3
0.06;0.28;0.96;2.96;9.87;3
0.15;0.54;1.71;5.63;15.4;3
0.16;0.41;1.55;4.22;12.39;3
0.11;0.48;1.77;5.86;15.27;3
0.13;0.55;1.77;4.71;12.48;3
0.06;0.4;1.27;4.53;13.44;3
0.17;0.51;1.31;4.39;13.04;3
0.09;0.43;1.96;7.58;18.97;3
0.06;0.42;2.0;7.1;17.69;3
0.15;0.45;1.89;7.76;19.0;3
0.18;0.58;1.94;6.42;16.56;3
0.1;0.58;2.05;6.67;16.34;3
0.08;0.45;1.77;4.54;12.74;3
0.05;0.3;0.85;2.91;9.51;3
0.15;0.57;1.93;5.88;15.25;3
0.15;0.41;1.21;3.28;10.42;3
0.08;0.49;1.89;5.75;15.46;3
0.12;0.54;2.12;7.0;17.14;3
0.12;0.48;1.31;3.69;11.21;3
0.18;0.55;1.53;5.25;14.09;3
0.16;0.55;1.86;6.94;17.59;3
0.11;0.56;1.73;5.24;14.32;3
0.04;0.23;0.79;3.89;12.45;3
0.13;0.45;1.96;7.5;18.36;3
0.14;0.62;1.89;6.33;16.09;3
0.14;0.61;1.82;5.44;14.56;3
0.09;0.18;0.6;2.35;8.79;3
0.17;0.52;1.51;4.72;13.89;3
0.07;0.42;2.13;6.59;16.51;3
0.13;0.42;1.99;5.49;14.13;3
0.14;0.47;1.36;3.47;10.81;3
0.17;0.45;1.33;4.06;12.45;3
0.1;0.35;1.61;5.02;13.47;3
0.15;0.66;2.02;6.13;16.15;3
0.15;0.48;1.29;3.51;10.65;3
0.09;0.51;1.97;7.66;19.63;3
0.1;0.54;1.9;5.78;15.05;3
0.15;0.56;1.91;6.88;17.71;3
0.21;0.52;1.85;7.47;18.97;3
0.16;0.51;1.97;7.06;17.77;3
0.13;0.38;1.12;3.03;9.98;3
0.16;0.38;0.78;2.61;8.85;3
0.07;0.36;1.13;4.25;13.62;3
0.2;0.46;1.88;6.55;15.82;3
0.14;0.46;1.3;3.46;10.63;3
0.12;0.48;1.87;7.32;18.31;3
0.14;0.32;1.3;4.05;12.9;3
0.06;0.12;0.53;2.19;8.17;3
0.12;0.52;1.88;6.05;15.65;3
0.1;0.45;1.86;7.09;17.37;3
0.08;0.54;1.97;5.21;14.12;3
0.12;0.46;1.48;4.98;13.98;3
0.08;0.24;1.17;4.31;12.14;3
0.08;0.63;1.6;4.96;13.91;3
0.12;0.34;1.5;4.71;12.87;3
0.17;0.39;1.38;4.65;13.42;3
0.15;0.46;1.66;4.85;13.15;3
0.19;0.55;1.88;7.47;19.09;3
0.21;0.6;1.84;7.4;18.24;3
0.09;0.25;0.77;2.57;9.26;3
0.18;0.5;1.91;6.59;17.0;3
0.12;0.33;1.07;3.03;9.69;3
0.05;0.23;1.06;3.92;12.44;3
0.11;0.47;2.03;7.33;17.81;3
0.13;0.43;1.91;6.53;16.15;3
0.1;0.36;1.16;4.2;12.54;3
0.13;0.45;1.84;6.67;16.49;3
0.16;0.47;1.43;4.23;12.55;3
0.16;0.49;2.06;6.29;15.63;3
0.16;0.56;1.96;7.12;18.33;3
0.08;0.42;1.72;5.74;15.01;3
0.11;0.57;1.99;6.43;15.85;3
0.13;0.41;1.85;7.58;19.94;3
0.05;0.36;1.71;4.81;13.09;3
0.19;0.53;1.58;4.24;12.28;3
0.1;0.47;2.01;7.76;19.11;3
0.1;0.42;1.84;6.09;15.26;3
0.1;0.48;1.99;7.72;19.12;3
0.1;0.46;2.0;7.32;18.59;3
0.09;0.39;1.78;5.16;13.74;3
0.13;0.41;1.78;4.48;12.44;3
0.14;0.5;2.04;7.28;18.43;3
0.05;0.54;2.08;6.76;17.23;3
0.16;0.58;1.88;6.68;17.06;3
0.17;0.46;1.3;4.47;12.71;3
0.11;0.34;1.06;3.4;10.46;3
0.1;0.47;1.98;6.14;15.96;3
0.05;0.23;1.05;3.26;10.49;3
0.14;0.38;1.87;5.97;15.39;3
0.08;0.5;1.85;6.76;17.28;3
0.08;0.24;1.11;4.2;11.94;3
0.09;0.33;1.91;6.2;16.33;3
0.1;0.35;1.81;4.76;12.89;3
0.14;0.45;1.41;4.9;13.67;3
0.19;0.65;2.0;6.39;16.17;3
0.11;0.38;1.81;7.62;19.56;3
0.04;0.32;1.59;4.36;12.49;3
0.12;0.44;1.41;3.5;10.79;3
0.11;0.33;1.81;4.88;13.2;3
0.08;0.5;1.51;5.11;14.97;3
0.05;0.41;1.54;5.33;13.93;3
0.08;0.47;1.9;6.51;16.53;3
0.07;0.35;1.33;4.7;13.6;3
0.09;0.43;1.49;5.19;15.04;3
